date_month,sub_month,viewing_sub_count,total_hours_viewed,median_unique_title_count,average_title_view_count,average_hours_viewed
2022-08-01 00:00:00.000000,34,32163,462149.234069,3.0,3.7070327073747045,14.3685248747
2023-02-01 00:00:00.000000,16,332700,4247942.662489,2.0,3.5154928900123537,12.7680489764
2022-12-01 00:00:00.000000,15,341622,4776316.545991,3.0,4.061219531471827,13.9812499334
2022-04-01 00:00:00.000000,48,19310,276601.420904,3.0,4.02666873802496,14.3235161775
2023-05-01 00:00:00.000000,59,10936,128341.594497,2.0,3.123811265544989,11.7356981069
2022-02-01 00:00:00.000000,77,6152,82287.155882,3.0,4.087437022590606,13.3735016873
2022-09-01 00:00:00.000000,67,10546,143025.848168,2.0,3.393608951261142,13.5620944593
2023-02-01 00:00:00.000000,76,11007,136917.494688,2.0,3.339329517579722,12.4391291622
2023-09-01 00:00:00.000000,23,226646,3087765.828897,2.0,3.5053298977259693,13.6237384683
2023-06-01 00:00:00.000000,37,113120,2003479.409485,3.0,4.208026874115983,17.7110980329
2024-04-01 00:00:00.000000,38,201291,2547102.537830,2.0,3.298547873476708,12.6538322023
2023-11-01 00:00:00.000000,58,23768,296194.195130,2.0,3.6450269269606195,12.4618897312
2023-06-01 00:00:00.000000,50,87786,1146802.801019,3.0,3.789795639395803,13.0636183562
2023-11-01 00:00:00.000000,23,300794,4746354.546534,2.0,3.9231500628337,15.7794189596
2023-07-01 00:00:00.000000,90,4789,54636.505773,2.0,3.5600334098976822,11.4087504224
2023-11-01 00:00:00.000000,66,9628,124360.389756,2.0,3.661923556294142,12.9165340420
2023-12-01 00:00:00.000000,22,203225,2896107.762989,2.0,3.8274424898511503,14.2507455431
2023-11-01 00:00:00.000000,62,9165,119793.966620,2.0,3.694162575013639,13.0708092330
2024-03-01 00:00:00.000000,107,19743,176695.929163,2.0,3.133616978169478,8.9498014062
2023-07-01 00:00:00.000000,47,20635,271748.480305,2.0,3.7740731766416284,13.1692987790
2023-11-01 00:00:00.000000,51,18330,239455.174640,2.0,3.642607746863066,13.0635665379
2023-10-01 00:00:00.000000,86,6881,79189.720921,2.0,3.639441941578259,11.5084611134
2024-05-01 00:00:00.000000,49,36990,555994.956954,3.0,3.690565017572317,15.0309531483
2024-01-01 00:00:00.000000,87,8986,116251.813677,2.0,3.392833296238593,12.9369923967
2023-12-01 00:00:00.000000,65,13996,189560.364444,3.0,4.128965418691054,13.5438957162
2023-05-01 00:00:00.000000,5,273975,2082006.839694,2.0,2.6336892052194543,7.5992584714
2023-07-01 00:00:00.000000,24,223449,3330435.196850,2.0,3.9207693925683267,14.9046771158
2024-03-01 00:00:00.000000,3,646530,10942472.385920,3.0,4.165020958037523,16.9249259677
2023-09-01 00:00:00.000000,53,77401,1018902.973741,2.0,3.507241508507642,13.1639510309
2023-05-01 00:00:00.000000,25,160124,1209366.366387,2.0,2.437092503309935,7.5526864579
2023-07-01 00:00:00.000000,61,11778,153425.371227,2.0,3.697317031754118,13.0264366808
2023-05-01 00:00:00.000000,28,127994,976913.294811,2.0,2.6580777223932373,7.6324928888
2023-08-01 00:00:00.000000,42,40184,492889.230715,2.0,3.5552956400557436,12.2658080508
2023-05-01 00:00:00.000000,95,2809,17362.559021,2.0,2.6521893912424352,6.1810462873
2023-12-01 00:00:00.000000,72,8098,110251.668031,3.0,4.179673993578661,13.6146786899
2023-05-01 00:00:00.000000,89,2819,17394.893161,2.0,2.587087619723306,6.1705899826
2023-05-01 00:00:00.000000,94,2591,16265.295673,2.0,2.6321883442686222,6.2776131505
2023-10-01 00:00:00.000000,89,13027,146614.022339,2.0,3.4430797574268825,11.2546267244
2023-08-01 00:00:00.000000,76,8490,103128.845991,2.0,3.5534746760895173,12.1470961120
2023-06-01 00:00:00.000000,89,4963,55264.030267,3.0,3.6393310497682854,11.1352065821
2024-04-01 00:00:00.000000,28,249051,3604201.791523,2.0,3.5751994571393007,14.4717418983
2023-06-01 00:00:00.000000,31,334053,4288149.714777,2.0,3.5531038487904616,12.8367346343
2024-04-01 00:00:00.000000,14,207565,2865067.402156,2.0,3.4447859706597934,13.8032298420
2023-08-01 00:00:00.000000,21,304413,4059970.167910,2.0,3.5139268033888174,13.3370459472
2023-09-01 00:00:00.000000,68,8056,101929.757468,2.0,3.4177010923535254,12.6526511256
2024-01-01 00:00:00.000000,106,17740,227897.944992,2.0,3.3537767756482526,12.8465583423
2023-05-01 00:00:00.000000,78,8239,91138.781749,2.0,3.1201602136181577,11.0618742261
2022-08-01 00:00:00.000000,6,511735,6827263.827034,2.0,3.554313161473885,13.3413788106
2022-01-01 00:00:00.000000,30,38764,648480.205367,3.0,4.430052882755063,16.7284974943
2022-11-01 00:00:00.000000,85,5802,75658.638655,3.0,3.727382388419783,13.0378491565
2023-03-01 00:00:00.000000,8,449690,5939307.316924,2.0,3.386621035333151,13.2075298748
2022-09-01 00:00:00.000000,5,515741,7410387.726280,2.0,3.705788940982119,14.3684007242
2022-12-01 00:00:00.000000,57,16352,244269.187657,3.0,4.072035712101755,14.9372706939
2023-05-01 00:00:00.000000,4,529183,6433011.044456,2.0,3.334887298179839,12.1564730688
2022-04-01 00:00:00.000000,20,150315,2216998.696317,3.0,4.126367119934006,14.7489202501
2022-02-01 00:00:00.000000,52,12295,175401.158442,3.0,4.05001626545218,14.2648957744
2023-01-01 00:00:00.000000,38,30465,462764.142911,3.0,3.8533447121381212,15.1895274375
