Cost_ID,TITLE_ID,TITLE,SEASON_LEVEL,SEASON_NUMBER,SEASON_FANOUT,MAPPING_TYPE,SOURCE_TITLE_NAME,CONTENT_TYPE,STUDIO,STATUS,AVAIL,REMOVAL_DATE,PROJECT_ID,KIDS_FAMILY,HUB,AIR_YEAR,MAX_SERIES_ID,MAX_MAPPING_TYPE,LOAD_TIMESTAMP,MAPPING_TYPE_TEMP,Assigned Person
Do not use 3460,GY31apQKCkZfDVQEAAAHW,,,,,manual,STEPHEN KINGS GRAVEYARD SHIFT,Movies Acquired,PARAMOUNT,Committed,1/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Stacey
Do not use 3459,GY31bFAHfK0G9tAEAAAE7,,,,,manual,STEPHEN KINGS SILVER BULLET,Movies Acquired,PARAMOUNT,Committed,1/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Stacey
Do not use 5127,,,,,,,EL ULTIMO BALSERO (AKA THE LAST RAFTER),Movies Acquired,3RD PARTY,Committed,6/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
MAX-AQ-004255,GYoLm7ACnHrjCAAEAAAAz,GYoLm7ACnHrjCAAEAAAAz,,,,title,STEPMOM,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,6/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
Do not use 690,,,,,,,EL ULTIMO BALSERO (AKA THE LAST RAFTER),Movies Acquired,3RD PARTY,Committed,6/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 2020,,,,,,,ELEKTRA,Movies Acquired,FOX,Committed,12/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 2755,GX7aScw5UKLFpjgEAAABY,GX7aScw5UKLFpjgEAAABY,,,,title,STIGMATA,Movies Acquired,MGM,Committed,2/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 5551,GX7aScw5UKLFpjgEAAABY,GX7aScw5UKLFpjgEAAABY,,,,title,STIGMATA,Movies Acquired,MGM,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 4458,GYIjiJQYvxZWQSgEAAACy,,,,,manual,STILL ALICE,Movies Acquired,SONY,Committed,9/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Stacey
MAX-AQ-000216,,,,,,,"ELEPHANT'S JOURNEY, AN",Movies Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,1/12/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju
Do not use 5343,GXjgsNAUKicPDwwEAAAAP,GXjgsNAUKicPDwwEAAAAP,,,,title,STILL OF THE NIGHT,Movies Acquired,MGM,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 2677,GXjgsNAUKicPDwwEAAAAP,GXjgsNAUKicPDwwEAAAAP,,,,title,STILL OF THE NIGHT,Movies Acquired,MGM,Committed,3/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 5941,,,,,,,EMMA. - 0643896_12-148,Movies Acquired,UNI,Committed,10/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 2244,GYVt_WQMCfi-ghgEAAAA8,,,,,manual,STILL WAITING,Movies Acquired,LIONS GATE,Committed,11/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 5344,GYVt_WQMCfi-ghgEAAAA8,,,,,manual,STILL WAITING,Movies Acquired,LIONS GATE,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
MAX-AQ-004304,GY1sStgsIAakIwwEAAAAC,GY1sStgsIAakIwwEAAAAC,,,,title,STOMP THE YARD,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,12/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-004256,GYoYZaQbBbVrCEQEAAAAE,,,,,manual,STOMP THE YARD: HOMECOMING,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,12/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
Do not use 2385,GYnESCQWsco_CGAEAAABB,,,,,manual,STONE,Movies Acquired,LIONS GATE,Committed,2/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Stacey
Do not use 2354,,,,,,,EMPIRE STATE,Movies Acquired,LIONS GATE,Committed,6/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 3285,GX_TWGQbWsae_tAEAAAAE,GX_TWGQbWsae_tAEAAAAE,,,,title,STOP-LOSS,Movies Acquired,PARAMOUNT,Committed,2/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 5705,GX_TWGQbWsae_tAEAAAAE,GX_TWGQbWsae_tAEAAAAE,,,,title,STOP-LOSS,Movies Acquired,PARAMOUNT,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 5746,GWN0w9A0ycMMMcgEAAAH0,GWN0w9A0ycMMMcgEAAAH0,,,,title,STORKS,Movies Acquired,WB,Committed,2/6/20,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 1231,GWN0w9A0ycMMMcgEAAAH0,GWN0w9A0ycMMMcgEAAAH0,,,,title,STORKS,Movies Acquired,INTERCOMPANY,Committed,2/6/20,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 1113,GVzpKAQ8m8oXDwgEAAABP,,,,,manual,STRAIGHT OUTTA COMPTON,Movies Acquired,3RD-PARTY,Committed,3/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Stacey
Do not use 2508,GYR7CWwj6H7HDCAEAAAyw,GYR7CWwj6H7HDCAEAAAyw,,,,title,STRANGE BUT TRUE,Movies Acquired,LIONS GATE,Committed,10/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 4820,GYR7CWwj6H7HDCAEAAAyw,GYR7CWwj6H7HDCAEAAAyw,,,,title,STRANGE BUT TRUE,Movies Acquired,LIONS GATE,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 1978,GWykvowgf74xamAEAAABz,GWykvowgf74xamAEAAABz,,,,title,STRANGE DAYS,Movies Acquired,FOX,Committed,1/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Stacey
Do not use 1913,GWguNJQ7h9q3CwgEAAAFJ,GWguNJQ7h9q3CwgEAAAFJ,,,,title,STREET FIGHTER: THE LEGEND OF CHUN-LI,Movies Acquired,FOX,Committed,5/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Stacey
Do not use 539,,,,,,,EN EL SEPTIMO DIA (AKA ON THE SEVENTH DAY),Movies Acquired,3RD PARTY,Committed,12/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Viju
MAX-AQ-002329,GYEbDXQJp88LCcAEAAAAp,GYEbDXQJp88LCcAEAAAAp,,,,title,STUART LITTLE,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,7/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Stacey
MAX-AQ-002328,GYEbDXQJp88LCcAEAAAAp,GYEbDXQJp88LCcAEAAAAp,,,,title,STUART LITTLE,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,4/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Stacey
MAX-AQ-002331,GYEbDZwDpjFNciwEAAACm,GYEbDZwDpjFNciwEAAACm,,,,title,STUART LITTLE 2,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,7/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Stacey
MAX-AQ-002330,GYEbDZwDpjFNciwEAAACm,GYEbDZwDpjFNciwEAAACm,,,,title,STUART LITTLE 2,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,4/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Stacey
814250,GXl51Ygi3CCLCHAEAABKp,GXl51Ygi3CCLCHAEAABKp,,,,title,STUBER,Movies Acquired,FOX,Committed,4/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 921,GXl51Ygi3CCLCHAEAABKp,GXl51Ygi3CCLCHAEAABKp,,,,title,STUBER,Movies Acquired,3RD-PARTY,Committed,10/1/27,,,,HBO Acquired,2027,,,11/3/23,0,Stacey
Do not use 5913,GXl51Ygi3CCLCHAEAABKp,,,,,manual,STUBER - 0637333_12-114,Movies Acquired,FOX,Committed,4/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 1898,GWZsKngBXKsJ7wgEAAAAZ,GWZsKngBXKsJ7wgEAAAAZ,,,,title,STUCK ON YOU,Movies Acquired,FOX,Committed,2/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Stacey
Do not use 5895,GYEvwdARqEpEIfwEAAAAI,,,,,manual,STX (Greenland 1 & 2),Movies Acquired,STX,Committed,,,,,HBO Acquired,,,,11/3/23,0,Stacey
Do not use 454,GXNG51g0vGsIpYAEAAAGJ,,,,,manual,SUCCESS (EPS 1-6),Movies Acquired,INTERCOMPANY,Committed,6/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Stacey
Do not use 4835,GXNG51g0vGsIpYAEAAAGJ,,,,,manual,SUCCESS (EPS 1-6),Movies Acquired,INTERCOM,Committed,6/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Stacey
Do not use 1218,GYjntJwrPo2NkDgEAAAAC,GYjntJwrPo2NkDgEAAAAC,,,,title,SUCKER PUNCH,Movies Acquired,INTERCOMPANY,Committed,6/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Stacey
Do not use 4432,GWd_WbAiUebWurAEAAAF0,GWd_WbAiUebWurAEAAAF0,,,,title,SUGAR,Movies Acquired,SONY,Committed,2/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Stacey
Do not use 2128,GXioBjgW67sLCXwEAAAA5,GXioBjgW67sLCXwEAAAA5,,,,title,SUICIDE KINGS,Movies Acquired,LIONS GATE,Committed,4/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 4894,GXioBjgW67sLCXwEAAAA5,GXioBjgW67sLCXwEAAAA5,,,,title,SUICIDE KINGS,Movies Acquired,LIONS GATE,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 1288,GXnEEogAPtp4_wwEAAEvU,GXnEEogAPtp4_wwEAAEvU,,,,title,SUICIDE SQUAD,Movies Acquired,INTERCOMPANY,Committed,10/15/24,,,,HBO Acquired,2024,,,11/3/23,0,Stacey
Do not use 2540,GYULX6QPphbaNvQEAAADS,,,,,manual,SUITE FRANCAISE,Movies Acquired,LIONS GATE,Committed,7/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Stacey
Do not use 1289,GYUGtAAPcfU5RVQEAAAFx,,,,,manual,SULLY,Movies Acquired,INTERCOMPANY,Committed,11/6/24,,,,HBO Acquired,2024,,,11/3/23,0,Stacey
Do not use 5567,GXza6eg0uecJkwgEAAAPj,GXza6eg0uecJkwgEAAAPj,,,,title,SUMMER RENTAL,Movies Acquired,PARAMOUNT,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 3266,GXza6eg0uecJkwgEAAAPj,GXza6eg0uecJkwgEAAAPj,,,,title,SUMMER RENTAL,Movies Acquired,PARAMOUNT,Committed,11/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 3305,GYDkv4AnZqISWuwEAAAA6,GYDkv4AnZqISWuwEAAAA6,,,,title,SUMMER SCHOOL,Movies Acquired,PARAMOUNT,Committed,5/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 5418,GYDkv4AnZqISWuwEAAAA6,GYDkv4AnZqISWuwEAAAA6,,,,title,SUMMER SCHOOL,Movies Acquired,PARAMOUNT,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 4152,GYbAu3gJpermehwEAAAAF,GYbAu3gJpermehwEAAAAF,,,,title,SUNSET SONG,Movies Acquired,MAGNOLIA,Committed,1/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Stacey
Do not use 4294,GYbAu3gJpermehwEAAAAF,GYbAu3gJpermehwEAAAAF,,,,title,SUNSET SONG,Movies Acquired,MAGNOLIA,Committed,9/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Stacey
Do not use 1983,,,,,,unmatchable,SUNSET STRIP,Movies Acquired,FOX,Committed,1/1/23,,,,HBO Acquired,2023,6f1dcc79-e76d-492a-ac9d-05f63bbb522b,manual,11/3/23,0,Stacey
Do not use 2440,GX-DoAgJaF2WeHQEAAACd,GX-DoAgJaF2WeHQEAAACd,,,,title,SUNSHINE CLEANING,Movies Acquired,LIONS GATE,Committed,9/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Stacey
Do not use 2492,GX-DoAgJaF2WeHQEAAACd,GX-DoAgJaF2WeHQEAAACd,,,,title,SUNSHINE CLEANING,Movies Acquired,LIONS GATE,Committed,2/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 5425,GX-DoAgJaF2WeHQEAAACd,,,,,manual,SUNSHINE CLEANING x,Movies Acquired,LIONS GATE,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 3339,GYRtxUwvf1zdFwwEAAAZ4,GYRtxUwvf1zdFwwEAAAZ4,,,,title,SUPER 8,Movies Acquired,PARAMOUNT,Committed,10/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 5495,GYRtxUwvf1zdFwwEAAAZ4,GYRtxUwvf1zdFwwEAAAZ4,,,,title,SUPER 8,Movies Acquired,PARAMOUNT,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 2206,GYBNiWwAdOoYUkAEAAADa,GYBNiWwAdOoYUkAEAAADa,,,,title,SUPER CAPERS,Movies Acquired,LIONS GATE,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 5178,GYBNiWwAdOoYUkAEAAADa,GYBNiWwAdOoYUkAEAAADa,,,,title,SUPER CAPERS,Movies Acquired,LIONS GATE,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 4095,,,,,,,END OF WATCH,Movies Acquired,OPEN ROAD,Committed,2/24/25,,,,HBO Acquired,2025,,,11/3/23,0,Viju
Do not use 982,,,,,,,ENDERS GAME,Movies Acquired,3RD-PARTY,Committed,3/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-004305,GYsgJzA68jUqupQEAAALE,GYsgJzA68jUqupQEAAALE,,,,title,SUPERBAD,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,2/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Stacey
Do not use 5345,GYDkulQs6sIefwgEAAAAo,GYDkulQs6sIefwgEAAAAo,,,,title,SUPERNOVA,Movies Acquired,MGM,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 2771,GYDkulQs6sIefwgEAAAAo,GYDkulQs6sIefwgEAAAAo,,,,title,SUPERNOVA,Movies Acquired,MGM,Committed,5/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 5354,GYJAS1QT11Y2KCgEAAAA5,GYJAS1QT11Y2KCgEAAAA5,,,,title,SUPERSTAR,Movies Acquired,PARAMOUNT,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 3321,GYJAS1QT11Y2KCgEAAAA5,GYJAS1QT11Y2KCgEAAAA5,,,,title,SUPERSTAR,Movies Acquired,PARAMOUNT,Committed,7/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 4197,GY5oXoAysFpfDVQEAAAcD,GY5oXoAysFpfDVQEAAAcD,,,,title,SUPPORT THE GIRLS,Movies Acquired,MAGNOLIA,Committed,1/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Stacey
Do not use 4326,GY5oXoAysFpfDVQEAAAcD,GY5oXoAysFpfDVQEAAAcD,,,,title,SUPPORT THE GIRLS,Movies Acquired,MAGNOLIA,Committed,2/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Stacey
Do not use 4461,GYjUhZA6P0YfDTwEAAAAL,,,,,manual,SURF?S UP 2: WAVEMANIA,Movies Acquired,SONY,Committed,4/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Stacey
Do not use 1492,GX5cIyAd1G46KYQEAAAGC,GX5cIyAd1G46KYQEAAAGC,,,,title,SURROGATES,Movies Acquired,DISNEY,Committed,12/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 5359,GX5cIyAd1G46KYQEAAAGC,GX5cIyAd1G46KYQEAAAGC,,,,title,SURROGATES,Movies Acquired,DISNEY,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 3415,GXRtpQgI4D729bAEAAACP,GXRtpQgI4D729bAEAAACP,,,,title,SUSPECT ZERO,Movies Acquired,PARAMOUNT,Committed,8/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Stacey
Do not use 3220,GXRtpQgI4D729bAEAAACP,GXRtpQgI4D729bAEAAACP,,,,title,SUSPECT ZERO,Movies Acquired,PARAMOUNT,Committed,8/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Stacey
MAX-AQ-002332,GYLj_pQ2LPROiiQEAAAa6,,,,,manual,"SWEETEST THING, THE",Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,7/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Stacey
Do not use 5670,GV4ejJgDuvpXCBgEAAAAT,GV4ejJgDuvpXCBgEAAAAT,,,,title,SWIMFAN,Movies Acquired,FOX,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 1822,GV4ejJgDuvpXCBgEAAAAT,GV4ejJgDuvpXCBgEAAAAT,,,,title,SWIMFAN,Movies Acquired,FOX,Committed,1/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Stacey
Do not use 5642,GX3YY-QUlYaavwwEAAAAI,GX3YY-QUlYaavwwEAAAAI,,,,title,SWINGERS,Movies Acquired,MIRAMAX,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 3074,GX3YY-QUlYaavwwEAAAAI,GX3YY-QUlYaavwwEAAAAI,,,,title,SWINGERS,Movies Acquired,MIRAMAX,Committed,11/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Stacey
Do not use 1577,GYIyqqQXl2hCqwgEAAAFY,GYIyqqQXl2hCqwgEAAAFY,,,,title,SWISS ARMY MAN,Movies Acquired,A24,Committed,2/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Stacey
Do not use 4981,,,,,,,ENDLESS LOVEx,Movies Acquired,LIONS GATE,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
MAX-AQ-006649,GZAKEtw8sYLiWtQEAAAM8,GZAKEtw8sYLiWtQEAAAM8,,,,title,Safe in Hell,Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Stacey
Do not use 574,,,,,,,ENTRE NOS PART 1,Movies Acquired,3RD PARTY,Committed,,,,,HBO Acquired,1900,,,11/3/23,0,Viju
HBO-OP-000202,GW7-KDQxAO7qukAEAAAEI,,,,,manual,Sally4Ever S1,Comedy Series Original,,Committed,,,WCF-10018568,No,HBO OP,2018,,,11/3/23,1,Stacey
Do not use 4753,,,,,,,ENTRE NOS PART 1,Movies Acquired,3RD PARTY,Committed,,,,,HBO Acquired,,,,11/3/23,0,Viju
HBO-OP-001010,GZPn9QwP0-8MrwwEAAAm8,,,,,manual,Sam Jay Special,Special Original,,Committed,,,WCF-10024444,No,HBO OP,2023,,,11/3/23,0,Stacey
MAX-AQ-005821,GXa5NxQI8g5GYoAEAAAAm,GXa5NxQI8g5GYoAEAAAAm,,,,title,Samurai Jack,Adult Animation Acquired,AS,Committed,5/27/23,,,No,Max Acquired,2023,,,11/3/23,0,Stacey
MAX-AQ-006934,GXa5NxQI8g5GYoAEAAAAm,GXa5NxQI8g5GYoAEAAAAm,,,,title,Samurai Jack,Adult Animation Acquired,AS,Uncommitted,5/28/27,,,No,Max Acquired,2027,,,11/3/23,0,Stacey
MAX-AQ-001945,GXa5NxQI8g5GYoAEAAAAm,GXa5NxQI8g5GYoAEAAAAm,,,,title,Samurai Jack,Adult Animation Acquired,AS,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Stacey
MAX-AQ-006890,GXa5NxQI8g5GYoAEAAAAm,GXa5NxQI8g5GYoAEAAAAm,,,,title,Samurai Jack,Adult Animation Acquired,AS,Uncommitted,5/27/25,,,No,Max Acquired,2025,,,11/3/23,0,Stacey
MAX-AQ-003964,GYK0DcgxUPqrCwgEAAAAn,GYK0DcgxUPqrCwgEAAAAn,,,,title,San Andreas,Movies Acquired,WB,Committed,9/22/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-005570,GYK0DcgxUPqrCwgEAAAAn,GYK0DcgxUPqrCwgEAAAAn,,,,title,San Andreas,Movies Acquired,WB,Committed,6/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-002709,GYK0DcgxUPqrCwgEAAAAn,GYK0DcgxUPqrCwgEAAAAn,,,,title,San Andreas,Movies Acquired,WB,Committed,8/22/21,,,No,Max Acquired,2021,,,11/3/23,0,Stacey
MAX-AQ-004775,GYK0DcgxUPqrCwgEAAAAn,GYK0DcgxUPqrCwgEAAAAn,,,,title,San Andreas,Movies Acquired,WB,Committed,8/22/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-006650,GYK0DcgxUPqrCwgEAAAAn,GYK0DcgxUPqrCwgEAAAAn,,,,title,San Andreas,Movies Acquired,WB,Committed,5/22/23,,,No,Max Acquired,2023,,,11/3/23,0,Stacey
MAX-AQ-004919,GYK0DcgxUPqrCwgEAAAAn,GYK0DcgxUPqrCwgEAAAAn,,,,title,San Andreas,Movies Acquired,WB,Committed,3/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-004945,GYK0DcgxUPqrCwgEAAAAn,GYK0DcgxUPqrCwgEAAAAn,,,,title,San Andreas,Movies Acquired,WB,Committed,4/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-004971,GYK0DcgxUPqrCwgEAAAAn,GYK0DcgxUPqrCwgEAAAAn,,,,title,San Andreas,Movies Acquired,WB,Committed,5/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-005647,GYK0DcgxUPqrCwgEAAAAn,GYK0DcgxUPqrCwgEAAAAn,,,,title,San Andreas,Movies Acquired,WB,Committed,7/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-005227,GYK0DcgxUPqrCwgEAAAAn,GYK0DcgxUPqrCwgEAAAAn,,,,title,San Andreas,Movies Acquired,WB,Committed,11/22/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-006652,GYS6z2gnmHb12VQEAAACP,GYS6z2gnmHb12VQEAAACP,,,,title,San Francisco,Movies Acquired,WB,Committed,3/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Stacey
MAX-AQ-006651,GYS6z2gnmHb12VQEAAACP,GYS6z2gnmHb12VQEAAACP,,,,title,San Francisco,Movies Acquired,WB,Committed,1/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Stacey
MAX-AQ-005406,GYS6z2gnmHb12VQEAAACP,GYS6z2gnmHb12VQEAAACP,,,,title,San Francisco,Movies Acquired,WB,Committed,9/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-002897,GYS6z2gnmHb12VQEAAACP,GYS6z2gnmHb12VQEAAACP,,,,title,San Francisco,Movies Acquired,WB,Committed,10/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Stacey
MAX-AQ-003759,GYYudfw1o8ZApJwEAAAAJ,,,,,manual,Sandy + Chef and Juanpa + Chef,International Content Original,HBO INT. - SERIES,Committed,3/10/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
Do not use 591,,,,,,,ENTRE NOS PART 1 - WINDOW 4 PLACEHOLDER,Movies Acquired,3RD PARTY,Committed,6/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
MAX-OP-000294,GY1ql2AL2nLzCMQEAAAAC,GY1ql2AL2nLzCMQEAAAAC,,,,title,Santa Camp,Documentary Feature Original,MONOMANIA,Committed,,,DTC1248,No,Max OP,2022,,,11/3/23,0,Stacey
MAX-OP-000160,GYYLOKAZqKcLDwgEAAAC8,,,,,manual,Santa Inc S1,Adult Animation Original,LIONSGATE TV,Committed,,,DTC1109,No,Max OP,2021,,,11/3/23,0,Stacey
MAX-AQ-001496,GXqSOFgzr5xqYwgEAAAWO,,,,,manual,Sarah Jane Adventures Seasons 1-5,Kids Content Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Stacey
HBO-OP-000498,2fbf3452-01a8-45d4-918b-6990cf13c508,Sarah Silverman: Someone You Love,,,,manual,Sarah Silverman Special,Special Original,,Committed,,,WCF-10021029,No,HBO OP,2023,,,11/3/23,1,Stacey
Do not use 4707,,,,,,,ENTRE NOS PART 2,Movies Acquired,3RD PARTY,Committed,,,,,HBO Acquired,,,,11/3/23,0,Viju
MAX-AQ-005407,GYpaChAjuA3XDCAEAAAAH,,,,,manual,"Satanic Rites of Dracula, The",Movies Acquired,WB,Committed,7/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
HBO-OP-000204,GXXAalgD4J6nCVgEAAADB,Saudi Women's Driving School,,,,manual,Saudi Women Driving School,Documentary Feature Original,,Committed,,,WCF-10019093,No,HBO OP,2019,,,11/3/23,1,Stacey
HBO-OP-000661,GZPW5Zg2cTJaQVgEAAAkW,GZPW5Zg2cTJaQVgEAAAkW,,,,title,Savior Complex,Documentary Series Original,,Committed,,,WCF-10021903,No,HBO OP,2023,,,11/3/23,0,Stacey
HBO-OP-000443,GY1liSgia3sLCVAEAAACx,,,,,manual,Say Hey - Willie Mays,Documentary Feature Original,,Committed,,,SPT-10022116,No,HBO OP,2022,,,11/3/23,0,Stacey
MAX-AQ-000006,GXpTmGQpUYwwlRQEAABq4,,,,,manual,Scandalous,Documentary Feature Acquired,"MAGNOLIA PICTURES, LLC",Committed,6/16/20,,,No,Max Acquired,2020,,,11/3/23,0,Stacey
MAX-AQ-005408,GYuMIFQJs7GdlbgEAAAAk,,,,,manual,"Scapegoat, The",Movies Acquired,WB,Committed,9/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-005409,GYGd_HgyE9MPDFgEAAABm,,,,,manual,Scarecrow (1973),Movies Acquired,WB,Committed,9/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Stacey
MAX-AQ-006653,GYGd_HgyE9MPDFgEAAABm,,,,,manual,Scarecrow (1973),Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Stacey
MAX-AQ-000086,GYPHVAASCko08owEAAAAC,,,,,manual,Scary Movie (Library),Movies Acquired,MIRAMAX FILMS/FILMYARD HOLDINGS,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Stacey
MAX-AQ-000087,GYN49YwBnAGWVwwEAAAKK,,,,,manual,Scary Movie 2 (Library),Movies Acquired,MIRAMAX FILMS/FILMYARD HOLDINGS,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Stacey
MAX-AQ-000088,GXSycSgOEQL29bAEAAA2E,,,,,manual,Scary Movie 3 (Library),Movies Acquired,MIRAMAX FILMS/FILMYARD HOLDINGS,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Stacey
