,Cost_ID,TITLE_ID,TITLE,SEASON_LEVEL,SEASON_NUMBER,SEASON_FANOUT,MAPPING_TYPE,SOURCE_TITLE_NAME,CONTENT_TYPE,STUDIO,STATUS,AVAIL,REMOVAL_DATE,PROJECT_ID,KIDS_FAMILY,HUB,AIR_YEAR,MAX_SERIES_ID,MAX_MAPPING_TYPE,LOAD_TIMESTAMP,MAPPING_TYPE_TEMP,Assigned Person,search_title
8154,MAX-AQ-002000,,,,,,,We Bare Bears S3-S4,Kids Content Acquired,CN,Committed,6/1/20,,,Yes,Max Acquired,2020,,,11/3/23,0,Mei-Cheng,We Bare
8155,HBO-OP-001015,,,,,,,We Don't Break,Documentary Feature Original,,Committed,,,SPT-10024059,No,HBO OP,2024,,,11/3/23,0,Mei-Cheng,We Don't Break
8156,MAX-AQ-007254,,,,,,,We Will Rise: Michelle Obama's Misssion to Educate Girls Around the World,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Mei-Cheng,We Will
8157,MAX-AQ-002026,,,,,,,We Will Rise: Michelle Obama�s Mission To Educate Girls Around The World^,Documentary Series Acquired,CNN,Committed,9/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Mei-Cheng,We Will
8187,HBO-OP-001173,,,,,,,We're Here S4,Unscripted Original,,Committed,,,WCF-10023243,No,HBO OP,2024,,,11/3/23,0,Mei-Cheng,We're Here
9253,Do not use 2996,,,,,,,DIE ANOTHER DAY,Movies Acquired,MGM,Committed,12/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju,DIE ANOTHER DAY
8192,TBD-1,,,,,,,Weapons (NL),Movies Acquired,WB,Committed,9/14/24,,,,HBO Acquired,2024,,,11/3/23,0,Mei-Cheng,Weapons
8193,MAX-AQ-003594,,,,,,,"Wedding Singer, The",Movies Acquired,WB,Committed,7/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng,Wedding Singer
9580,MAX-AQ-003756,,,,,,,"Diego, The Last Goodbye (AKA La Pasion) (Argentina)",International Content Original,HBO INT. - SERIES,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Diego Last
9581,MAX-OP-000259,,,,,,,Dionne Warwick: Don't Make Me Over (CNN),Documentary Feature Original,TBD,Committed,,,DTC1352,No,Max OP,2023,,,11/3/23,0,Viju,Dionne Warwick:
8538,HBO-OP-000891,,,,,,,Welcome to Topeka,Documentary Feature Original,,Committed,,,WCF-10023145,No,HBO OP,2025,,,11/3/23,0,Mei-Cheng,Welcome to Topeka
8546,MAX-AQ-003749,,,,,,,Welcome to Utmark (AKA Wilderness),International Content Acquired,HBO INT. - SERIES,Committed,10/14/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng,Welcome to
8547,MAX-AQ-001728,,,,,,,Wellington Paranormal S1,Comedy Series Acquired,NEW ZEALAND DOCUMENTARY BOARD LIMITED,Committed,7/12/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng,Wellington Paranormal
8548,MAX-AQ-001729,,,,,,,Wellington Paranormal S2,Comedy Series Acquired,NEW ZEALAND DOCUMENTARY BOARD LIMITED,Committed,8/15/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng,Wellington Paranormal
8551,MAX-AQ-001730,,,,,,,Wellington Paranormal S3,Comedy Series Acquired,NEW ZEALAND DOCUMENTARY BOARD LIMITED,Committed,6/3/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng,Wellington Paranormal
8552,MAX-AQ-001731,,,,,,,Wellington Paranormal S4,Comedy Series Acquired,NEW ZEALAND DOCUMENTARY BOARD LIMITED,Committed,7/3/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng,Wellington Paranormal
8559,MAX-AQ-006967,,,,,,,"West Wing, The",Drama Series Acquired,WB,Uncommitted,1/1/26,,,No,Max Acquired,2026,,,11/3/23,0,Mei-Cheng,West Wing
8582,MAX-AQ-001732,,,,,,,Weston Woods (Mo Willems Specials),Kids Content Acquired,"MO WILLEMS STUDIO, INC.",Committed,9/1/20,,,Yes,Max Acquired,2020,,,11/3/23,0,Mei-Cheng,Weston Woods
9254,Do not use 4696,,,,,,,"DIOS, INC. (EPS 01-12)",Movies Acquired,INTERCOM,Committed,5/1/16,,,,HBO Acquired,2016,,,11/3/23,0,Viju,"DIOS, INC."
9582,MAX-AQ-001073,,,,,,,Dirt (2017),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Viju,Dirt
9265,MAX-AQ-000213,,,,,,,DIRTY DANCING (1987),Movies Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,3/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,DIRTY DANCING
9583,MAX-AQ-000801,,,,,,,"Dirty Dozen, The",Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Viju,Dirty Dozen
9266,MAX-AQ-000214,,,,,,,"DISAPPEARANCE OF ALICE CREED, THE",Movies Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,8/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju,DISAPPEARANCE OF
9591,Do not use 1410,,,,,,,Discounting / Interest Adj (I/C),Movies Acquired,3RD-PARTY,Committed,,,,,HBO Acquired,1900,,,11/3/23,0,Viju,Discounting /
9592,MAX-AQ-007267,,,,,,,Discovery of Witches S1 - S3,Drama Series Acquired,RAINBOW MEDIA HOLDINGS LLC,Committed,9/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Viju,Discovery of
9268,Do not use 1642,,,,,,,DISOBEDIENCE,Movies Acquired,BLEECKER,Committed,9/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Viju,DISOBEDIENCE
9271,MAX-OP-000194,,,,,,,DMZ S1,Drama Series Original,WBTV,Committed,,,DTC1192,No,Max OP,2022,,,11/3/23,0,Viju,DMZ
9272,Do not use 5071,,,,,,,DOCTOR DOLITTLE x,Movies Acquired,FOX,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju,DOCTOR DOLITTLE x
9273,Do not use 5946,,,,,,,DOCTOR SLEEP - 0636836_13-108.2,Movies Acquired,WB,Committed,6/21/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju,DOCTOR SLEEP
9595,MAX-AQ-001487,,,,,,,Doctor Who: Season 11,Drama Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Viju,Doctor Who:
9607,MAX-AQ-001489,,,,,,,Doctor Who: Season 12,Drama Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,9/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Viju,Doctor Who:
9613,MAX-AQ-001491,,,,,,,Doctor Who: Season 13,Drama Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Doctor Who:
9614,MAX-AQ-005578,,,,,,,Doctor Who: Season 13 Special #1,Drama Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,7/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Doctor Who:
9616,MAX-AQ-005579,,,,,,,Doctor Who: Season 13 Special #2,Drama Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,10/17/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Doctor Who:
9617,MAX-AQ-005580,,,,,,,Doctor Who: Season 13 Special #3,Drama Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,5/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Viju,Doctor Who:
9618,MAX-AQ-001490,,,,,,,Doctor Who: Special: 2020 ,Drama Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,7/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju,Doctor Who:
9619,MAX-AQ-001488,,,,,,,Doctor Who: Special: New Year 2019,Drama Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Viju,Doctor Who:
9287,HBO-OP-001209,,,,,,,DOCU TBD 1,Documentary Feature Original,,Uncommitted,,,WCF-10023568,No,HBO OP,,,,11/3/23,0,Viju,DOCU TBD 1
9288,HBO-OP-001210,,,,,,,DOCU TBD 2,Documentary Feature Original,,Uncommitted,,,WCF-10023568,No,HBO OP,,,,11/3/23,0,Viju,DOCU TBD 2
9295,HBO-OP-001211,,,,,,,DOCU TBD 3,Documentary Feature Original,,Uncommitted,,,WCF-10023568,No,HBO OP,,,,11/3/23,0,Viju,DOCU TBD 3
9296,HBO-OP-001212,,,,,,,DOCU TBD 4,Documentary Feature Original,,Uncommitted,,,WCF-10023568,No,HBO OP,,,,11/3/23,0,Viju,DOCU TBD 4
9593,MAX-AQ-005546,,,,,,,DoDo - S1 - HBOMax - K&F,Kids Content Acquired,"CAKE DISTRIBUTION, LTD.",Committed,4/28/22,,,Yes,Max Acquired,2022,,,11/3/23,0,Viju,DoDo
9594,MAX-AQ-005547,,,,,,,DoDo - S2 - HBOMax - K&F,Kids Content Acquired,"CAKE DISTRIBUTION, LTD.",Committed,1/1/23,,,Yes,Max Acquired,2023,,,11/3/23,0,Viju,DoDo
9297,Do not use 3588,,,,,,,DON JON,Movies Acquired,RELATIVITY,Committed,6/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju,DON JON
9305,Do not use 3166,,,,,,,DONT BE AFRAID OF THE DARK REMAKE,Movies Acquired,MIRAMAX,Committed,11/1/31,,,,HBO Acquired,2031,,,11/3/23,0,Viju,DONT BE
9306,818116,,,,,,,DONT LET GO,Movies Acquired,UNIVERSAL,Committed,5/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju,DONT LET GO
9314,Do not use 5827,,,,,,,DONT LET GO - 0643453_12-148,Movies Acquired,UNI,Committed,5/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju,DONT LET
9321,807097,,,,,,,DONT WORRY DARLING,Movies Acquired,NEW LINE,Committed,11/7/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju,DONT WORRY DARLING
9620,MAX-AQ-001798,,,,,,,Doom Patrol (S3 Price Increase),Drama Series Original,WB,Committed,9/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju,Doom Patrol
9621,MAX-AQ-001799,,,,,,,Doom Patrol (S4 Price Increase),Drama Series Original,WB,Committed,12/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Doom Patrol
9623,MAX-AQ-001797,,,,,,,Doom Patrol S1,Drama Series Acquired,WB,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Viju,Doom Patrol
9629,MAX-AQ-005710,,,,,,,Doom Patrol S1 Fee Bump,Drama Series Acquired,WB,Committed,8/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Doom Patrol
9630,MAX-OP-000314,,,,,,,Doom Patrol S4A,Drama Series Original,WBTV,Committed,,,DTC1271,No,Max OP,2022,,,11/3/23,0,Viju,Doom Patrol
9631,MAX-OP-000368,,,,,,,Doom Patrol S4B,Drama Series Original,WBTV,Committed,,,DOOMPATS4B,No,Max OP,2023,,,11/3/23,0,Viju,Doom Patrol
9327,Do not use 4084,,,,,,,DOPE,Movies Acquired,OPEN ROAD,Committed,8/11/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju,DOPE
9329,Do not use 3667,,,,,,,DOPPELGANGER,Movies Acquired,SHOUT!,Committed,7/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju,DOPPELGANGER
9632,MAX-AQ-003912,,,,,,,Double Cross S1,Unscripted Acquired,TRUTV,Committed,2/4/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Double Cross
9633,MAX-AQ-007422,,,,,,,Double Cultura - HBO_HBOMax,Movies Acquired,YESSENIA SANCHEZ,Committed,9/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Viju,Double Cultura
9634,MAX-AQ-007151,,,,,,,Down The Hill: The Delphi Murders,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Viju,Down The
9330,Do not use 5902,,,,,,,DOWNHILL - 0645196_12-114,Movies Acquired,FOX,Committed,10/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju,DOWNHILL - 0645196_12-114
9331,Do not use 5961,,,,,,,DOWNTON ABBY - 0639615_12-148,Movies Acquired,UNI,Committed,5/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju,DOWNTON ABBY
9332,Do not use 5659,,,,,,,DR. DOLITTLE MILLION DOLLAR MUTTS,Movies Acquired,FOX,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju,DR. DOLITTLE
9356,Do not use 3858,,,,,,,DR. SEUSS HOW THE GRINCH STOLE CHRISTMAS,Movies Acquired,UNIVERSAL,Committed,2/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju,DR. SEUSS
9674,MAX-AQ-001470,,,,,,,Dr. Stone S2,International Content Acquired,"ELLATION, INC.",Committed,7/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju,Dr. Stone
9677,MAX-AQ-001468,,,,,,,Dr. Stone Season 1,International Content Acquired,"ELLATION, INC.",Committed,7/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju,Dr. Stone
9357,Do not use 4467,,,,,,,DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE,Movies Acquired,SONY - APPROVED  - ('24/'25 AVAILS),Committed,1/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Viju,DR. STRANGELOVE
9678,MAX-AQ-001486,,,,,,,Dr. Who Library Eps,Drama Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Viju,Dr. Who
9358,Do not use 5830,,,,,,,DRACULA 2014,Movies Acquired,UNI,Committed,9/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju,DRACULA
9688,MAX-AQ-001887,,,,,,,Dream Home Rescue (Seasons 4 & 5),Unscripted Acquired,WB,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Viju,Dream Home
9689,MAX-AQ-002229,,,,,,,Dreamland,Documentary Feature Acquired,CNN,Committed,2/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Dreamland
9359,Do not use 2414,,,,,,,DREDD 3D,Movies Acquired,LIONS GATE,Committed,2/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Viju,DREDD 3D
9384,Do not use 1982,,,,,,,DRIVE ME CRAZY,Movies Acquired,FOX,Committed,1/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju,DRIVE ME CRAZY
9710,MAX-AQ-003165,,,,,,,Drive My Car (First Window),Movies Acquired,"JANUS FILMS COMPANY, LP",Committed,3/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Drive My
9711,MAX-AQ-003166,,,,,,,Drive My Car (Second Window),Movies Acquired,"JANUS FILMS COMPANY, LP",Committed,9/1/24,,,No,Max Acquired,2024,,,11/3/23,0,Viju,Drive My
9749,MAX-AQ-005300,,,,,,,"Drowning Pool, The",Movies Acquired,WB,Committed,2/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Drowning Pool
9387,Do not use 2045,,,,,,,DRUGSTORE COWBOY,Movies Acquired,LIONS GATE,Committed,3/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju,DRUGSTORE COWBOY
9388,Do not use 1948,,,,,,,"DUDE, WHERES MY CAR?",Movies Acquired,FOX,Committed,10/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju,"DUDE, WHERES"
9767,MAX-AQ-002985,,,,,,,Dune (First Window),Movies Acquired,WB,Committed,10/22/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju,Dune Window)
9768,MAX-AQ-003002,,,,,,,Dune (Second Window),Movies Acquired,WB,Committed,6/10/23,,,No,Max Acquired,2023,,,11/3/23,0,Viju,Dune Window)
9389,Do not use 3860,,,,,,,DUNE W2,Movies Acquired,UNIVERSAL,Committed,10/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Viju,DUNE
9390,Do not use 1352,,,,,,,DUNE: PART TWO,Movies Acquired,INTERCOMPANY,Committed,3/18/31,,,,HBO Acquired,2031,,,11/3/23,0,Viju,DUNE: PART TWO
9859,Do not use 5212,,,,,,,Dunexx,Movies Acquired,UNI,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju,Dunexx
9863,MAX-AQ-004020,,,,,,,Dunkirk (2017),Movies Acquired,WB,Committed,3/12/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju,Dunkirk
9900,MAX-OP-000821,,,,,,,Duster S1,Drama Series Original,WBTV,Committed,,,DTC1234,No,Max OP,2024,,,11/3/23,0,Viju,Duster
9929,MAX-OP-000921,,,,,,,Duster S2 / TBD,Drama Series Original,WBTV,Uncommitted,,,DTC1438,No,Max OP,2026,,,11/3/23,0,Viju,Duster / TBD
9392,Do not use 1973,,,,,,,DUTCH,Movies Acquired,FOX,Committed,1/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju,DUTCH
9950,MAX-OP-000860,,,,,,,Dylan S1A,Kids Content Original,9 STORY,Committed,,,HKF0043,Yes,Max OP,2024,,,11/3/23,0,Viju,Dylan
9981,MAX-OP-000865,,,,,,,Dylan S1B,Kids Content Original,TP,Committed,,,DYLANS1B,Yes,Max OP,2024,,,11/3/23,0,Viju,Dylan
10058,MAX-OP-000872,,,,,,,Dylan S1C,Kids Content Original,TP,Committed,,,DYLANS1C,Yes,Max OP,2025,,,11/3/23,0,Viju,Dylan
10076,MAX-OP-000891,,,,,,,Dylan S1D,Kids Content Original,TP,Committed,,,DYLANS1D,Yes,Max OP,2025,,,11/3/23,0,Viju,Dylan
13870,MAX-AQ-003148,,,,,,,Eat! (�Come!),Movies Acquired,PREMIUM FILMS,Committed,7/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju,Eat!
13871,MAX-AQ-007842,,,,,,,"Ed, Edd 'n Eddy",Kids Content Acquired,CN,Committed,1/1/24,,,Yes,Max Acquired,2024,,,11/3/23,0,Viju,"Ed, Edd"
13872,MAX-AQ-007858,,,,,,,"Ed, Edd 'n Eddy (Co Ex Price)",Kids Content Acquired,CN,Uncommitted,1/1/25,,,Yes,Max Acquired,2025,,,11/3/23,0,Viju,"Ed, Edd"
10081,Do not use 860,,,,,,,EDDIE THE EAGLE,Movies Acquired,3RD-PARTY,Committed,5/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Viju,EDDIE THE EAGLE
13875,MAX-AQ-000462,,,,,,,Edge Of Darkness (2010),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Viju,Edge Of Darkness
13879,HBO-OP-000425,,,,,,,Edge Of The Earth S1,Documentary Series Original,,Committed,,,SPT-10020826,No,HBO OP,2022,,,11/3/23,0,Viju,Edge Of the earth
13880,HBO-OP-000502,,,,,,,Edge Of The Earth S2,Documentary Series Original,,Uncommitted,,,,No,HBO OP,,,,11/3/23,0,Viju,Edge Of the earth
10151,MAX-AQ-002264,,,,,,,"EDUCATION, AN",Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,4/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju,EDUCATION
13883,MAX-AQ-002010,,,,,,,"Eighties, The",Documentary Series Acquired,CNN,Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Viju,Eighties
10152,Do not use 5106,,,,,,,EL AMOR NO PUEDE ESPERAR (AKA LOVE CAN'T WAIT),Movies Acquired,3RD PARTY,Committed,1/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju,EL AMOR
10192,Do not use 541,,,,,,,EL ANGEL AKA THE ANGEL,Movies Acquired,3RD PARTY,Committed,8/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju,EL ANGEL
13891,MAX-AQ-007419,,,,,,,El Carrito - HBO_HBOMax,Movies Acquired,PREMIUM FILMS SARL,Committed,9/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Viju,El Carrito
10206,Do not use 4554,,,,,,,EL HIPNOTIZADOR (EPS 01-8),Movies Acquired,INTERCOM,Committed,4/1/16,,,,HBO Acquired,2016,,,11/3/23,0,Viju,EL HIPNOTIZADOR
10354,Do not use 4637,,,,,,,EL HIPNOTIZAZOR (EPS 9-16),Movies Acquired,INTERCOM,Committed,11/1/17,,,,HBO Acquired,2017,,,11/3/23,0,Viju,EL HIPNOTIZAZOR
10416,Do not use 681,,,,,,,EL INCONVENIENTE (AKA ONE CAREFUL OWNER),Movies Acquired,3RD PARTY,Committed,2/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju,EL INCONVENIENTE
10422,Do not use 498,,,,,,,EL JARDIN DE BRONCE (EPS 1-8),Movies Acquired,INTERCOMPANY,Committed,6/1/17,,,,HBO Acquired,2017,,,11/3/23,0,Viju,EL JARDIN
10451,Do not use 718,,,,,,,EL LAVAPLATOS AKA THE DISHWASHER,Movies Acquired,3RD PARTY,Committed,3/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju,EL LAVAPLATOS
10461,Do not use 488,,,,,,,EL NEGOCIO (EPS 14-26),Movies Acquired,INTERCOMPANY,Committed,7/1/15,,,,HBO Acquired,2015,,,11/3/23,0,Viju,EL NEGOCIO
10477,Do not use 4809,,,,,,,EL NEGOCIO (EPS 40-51),Movies Acquired,INTERCOM,Committed,3/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Viju,EL NEGOCIO
10479,Do not use 4672,,,,,,,EL NEGOCIO SEASON 3 (EPS 27 - 39),Movies Acquired,INTERCOM,Committed,8/1/16,,,,HBO Acquired,2016,,,11/3/23,0,Viju,EL NEGOCIO
10504,Do not use 750,,,,,,,EL NOMBRE DEL HIJO (AKA THE NAME OF THE SON),Movies Acquired,3RD PARTY,Committed,6/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju,EL NOMBRE
10553,Do not use 3656,,,,,,,EL PARAMO AKA THE SQUAD,Movies Acquired,SHOUT!,Committed,4/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju,EL PARAMO
10568,Do not use 5216,,,,,,,EL PROFUGO (AKA THE INTRUDER),Movies Acquired,3RD PARTY,Committed,10/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju,EL PROFUGO
10653,Do not use 751,,,,,,,EL REMEDIO (AKA THE PRESCRIPTION),Movies Acquired,3RD PARTY,Committed,6/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju,EL REMEDIO
10690,Do not use 685,,,,,,,EL ROBO DEL SIGLO (AKA HEIST OF THE CENTURY),Movies Acquired,3RD PARTY,Committed,4/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju,EL ROBO
10704,Do not use 5127,,,,,,,EL ULTIMO BALSERO (AKA THE LAST RAFTER),Movies Acquired,3RD PARTY,Committed,6/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju,EL ULTIMO
10707,Do not use 2020,,,,,,,ELEKTRA,Movies Acquired,FOX,Committed,12/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju,ELEKTRA
10711,MAX-AQ-000216,,,,,,,"ELEPHANT'S JOURNEY, AN",Movies Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,1/12/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju,ELEPHANT'S JOURNEY
13907,HBO-OP-001086,,,,,,,Elizabeth Taylor,Documentary Feature Original,,Committed,,,WCF-10021785,No,HBO OP,2024,,,11/3/23,0,Viju,Elizabeth Taylor
13908,MAX-AQ-000074,,,,,,,Ella Enchanted (Library),Movies Acquired,MIRAMAX FILMS/FILMYARD HOLDINGS,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Viju,Ella Enchanted
13909,MAX-OP-000098,,,,,,,Ellen Next Great Designer S1,Unscripted Original,TELEPICTURES,Committed,,,DTC1036,No,Max OP,2021,,,11/3/23,0,Viju,Ellen Next
13910,MAX-AQ-002209,,,,,,,Elliot from Earth S1,Kids Content Acquired,CN,Committed,9/10/21,,,Yes,Max Acquired,2021,,,11/3/23,0,Viju,Elliot from Earth
13911,MAX-OP-000784,,,,,,,Elmo and Tango Holiday Helpers (SS Special #3),Kids Content Original,SS,Committed,,,HKF0063,Yes,Max OP,2023,,,11/3/23,0,Viju,Elmo and
13912,HBO-OP-001221,,,,,,,Elon Musk Documentary,Documentary Feature Original,,Committed,,,WCF-10025025,No,HBO OP,2026,,,11/3/23,0,Viju,Elon Musk Documentary
13913,MAX-AQ-000806,,,,,,,Elvis: That's The Way It Is (Special Edition),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Viju,Elvis
13925,MAX-AQ-000075,,,,,,,Emma (Library),Movies Acquired,MIRAMAX FILMS/FILMYARD HOLDINGS,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Viju,Emma
10714,Do not use 5941,,,,,,,EMMA. - 0643896_12-148,Movies Acquired,UNI,Committed,10/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju,EMMA
10720,Do not use 2354,,,,,,,EMPIRE STATE,Movies Acquired,LIONS GATE,Committed,6/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju,EMPIRE STATE
10730,Do not use 539,,,,,,,EN EL SEPTIMO DIA (AKA ON THE SEVENTH DAY),Movies Acquired,3RD PARTY,Committed,12/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Viju,EN EL
10763,Do not use 4095,,,,,,,END OF WATCH,Movies Acquired,OPEN ROAD,Committed,2/24/25,,,,HBO Acquired,2025,,,11/3/23,0,Viju,END OF WATCH
10764,Do not use 982,,,,,,,ENDERS GAME,Movies Acquired,3RD-PARTY,Committed,3/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju,ENDERS GAME
10783,Do not use 4981,,,,,,,ENDLESS LOVEx,Movies Acquired,LIONS GATE,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju,ENDLESS LOVE
10785,Do not use 574,,,,,,,ENTRE NOS PART 1,Movies Acquired,3RD PARTY,Committed,,,,,HBO Acquired,1900,,,11/3/23,0,Viju,ENTRE NOS
10808,Do not use 591,,,,,,,ENTRE NOS PART 1 - WINDOW 4 PLACEHOLDER,Movies Acquired,3RD PARTY,Committed,6/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju,ENTRE NOS
10813,Do not use 4707,,,,,,,ENTRE NOS PART 2,Movies Acquired,3RD PARTY,Committed,,,,,HBO Acquired,,,,11/3/23,0,Viju,ENTRE NOS
10886,Do not use 592,,,,,,,ENTRE NOS PART 2 - WINDOW 4 PLACEHOLDER,Movies Acquired,3RD PARTY,Committed,10/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju,ENTRE NOS
10911,Do not use 576,,,,,,,ENTRE NOS PART 3,Movies Acquired,3RD PARTY,Committed,,,,,HBO Acquired,1900,,,11/3/23,0,Viju,ENTRE NOS
10959,Do not use 4677,,,,,,,ENTRE NOS PART 4,Movies Acquired,3RD PARTY,Committed,,,,,HBO Acquired,,,,11/3/23,0,Viju,ENTRE NOS
11022,Do not use 585,,,,,,,ENTRE NOS PRESENTS: ABOUT LAST NIGHT,Movies Acquired,3RD PARTY,Committed,,,,,HBO Acquired,1900,,,11/3/23,0,Viju,ENTRE NOS
11236,Do not use 4582,,,,,,,ENTRE NOS PRESENTS: ERIK RIVERA: SUPER WHITE,Movies Acquired,3RD PARTY,Committed,,,,,HBO Acquired,,,,11/3/23,0,Viju,ENTRE NOS
