,Cost_ID,TITLE_ID,TITLE,SEASON_LEVEL,SEASON_NUMBER,SEASON_FANOUT,MAPPING_TYPE,SOURCE_TITLE_NAME,CONTENT_TYPE,STUDIO,STATUS,AVAIL,REMOVAL_DATE,PROJECT_ID,KIDS_FAMILY,HUB,AIR_YEAR,MAX_SERIES_ID,MAX_MAPPING_TYPE,LOAD_TIMESTAMP,MAPPING_TYPE_TEMP,Assigned Person,search_title
12,HBO-OP-001046,,,,,,,Slave Play,Documentary Feature Original,,Committed,,,WCF-10020343,No,HBO OP,2024,,,11/3/23,0,Colin,Slave Play
19,MAX-AQ-001676,,,,,,,Smash! S1,Kids Content Acquired,SMASH ANIMATION LL,Committed,1/1/22,,,Yes,Max Acquired,2022,,,11/3/23,0,Colin,Smash!
20,MAX-AQ-001677,,,,,,,Smash! S2,Kids Content Acquired,SMASH ANIMATION LL,Committed,4/1/22,,,Yes,Max Acquired,2022,,,11/3/23,0,Colin,Smash!
35,MAX-AQ-001678,,,,,,,Smash! S3,Kids Content Acquired,SMASH ANIMATION LL,Committed,7/1/22,,,Yes,Max Acquired,2022,,,11/3/23,0,Colin,Smash!
37,MAX-AQ-001679,,,,,,,Smash! S4,Kids Content Acquired,SMASH ANIMATION LL,Committed,10/1/22,,,Yes,Max Acquired,2022,,,11/3/23,0,Colin,Smash!
50,MAX-AQ-007191,,,,,,,Sole Survivor,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Colin,Sole Survivor
67,MAX-OP-000980,,,,,,,Sons of Ecstasy,Documentary Feature Original,ID,Committed,,,DTC1417,No,Max OP,2024,,,11/3/23,0,Colin,Sons of Ecstasy
70,HBO-OP-001162,,,,,,,Sopranos Doc,Documentary Feature Original,,Committed,,,Sopranos Doc,No,HBO OP,2026,,,11/3/23,0,Colin,Sopranos Doc
181,MAX-AQ-007195,,,,,,,Soundtracks,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Colin,Soundtracks
248,HBO-OP-000473,,,,,,,Steve Way Special,Special Original,,Uncommitted,,,WCF-10023385,No,HBO OP,,,,11/3/23,0,Colin,Steve Way Special
277,HBO-OP-000460,,,,,,,Steven Van Zandt: Disciple,Documentary Feature Original,,Committed,,,WCF-10023284,No,HBO OP,2024,,,11/3/23,0,Colin,Steven Van
282,MAX-OP-000037,,,,,,,Storytime All-Stars: Don't Let the Pigeon Sing on Broadway! (2020),Kids Content Original,DTC,Committed,,,DTC1092,Yes,Max OP,2020,,,11/3/23,0,Colin,Storytime All-Stars
287,MAX-AQ-005743,,,,,,,Stupid Pet Tricks S1,Comedy Series Acquired,TBS,Committed,5/8/24,,,No,Max Acquired,2024,,,11/3/23,0,Colin,Stupid Pet Tricks
292,MAX-OP-000065,,,,,,,Super Intelligence,Movies Original,NEW LINE CINEMA,Committed,,,DTC1103,No,Max OP,2020,,,11/3/23,0,Colin,Super Intelligence
299,MAX-AQ-007199,,,,,,,"Super Reviewers: Rate, Review, Repeat",Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Colin,Super Reviewers:
314,HBO-OP-000877,,,,,,,Superbug,Documentary Feature Original,,Committed,,,WCF-10020704,No,HBO OP,2026,,,11/3/23,0,Colin,Superbug
315,HBO-OP-001157,,,,,,,Synanon,Documentary Series Original,,Committed,,,Syanon,No,HBO OP,2024,,,11/3/23,0,Colin,Synanon
320,HBO-OP-001101,,,,,,,Syracuse Project,Documentary Feature Original,,Uncommitted,,,WCF-10024316,No,HBO OP,2026,,,11/3/23,0,Colin,Syracuse Project
339,Do not use 435,,,,,,,TALWARS (EPS 1 - 4),Movies Acquired,INTERCOMPANY,Committed,11/1/17,,,,HBO Acquired,2017,,,11/3/23,0,Colin,TALWARS
387,Do not use 1718,,,,,,,THANK YOU FOR SMOKING,Movies Acquired,FOX,Committed,8/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Colin,THANK YOU
388,Do not use 3198,,,,,,,THE BAD BATCH,Movies Acquired,NEON,Committed,10/1/27,,,,HBO Acquired,2027,,,11/3/23,0,Colin,THE BAD BATCH
399,Do not use 1608,,,,,,,THE BALLAD OF LEFTY BROWN,Movies Acquired,A24,Committed,3/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Colin,THE BALLAD
400,Do not use 5773,,,,,,,THE BEGUILED,Movies Acquired,UNI,Committed,6/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Colin,THE BEGUILED
403,Do not use 3003,,,,,,,THE BIG BOSS,Movies Acquired,MIRAMAX,Committed,1/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Colin,THE BIG BOSS
419,Do not use 3183,,,,,,,THE BIGGEST LITTLE FARM,Movies Acquired,NEON,Committed,9/1/26,,,,HBO Acquired,2026,,,11/3/23,0,Colin,THE BIGGEST
455,Do not use 3046,,,,,,,THE CROW: SALVATION,Movies Acquired,MIRAMAX,Committed,3/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Colin,THE CROW 
518,Do not use 847,,,,,,,THE FANTASTIC FOUR,Movies Acquired,3RD-PARTY,Committed,11/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Colin,THE FANTASTIC FOUR
525,Do not use 2429,,,,,,,THE FORGER,Movies Acquired,LIONS GATE,Committed,3/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Colin,THE FORGER
540,Do not use 3478,,,,,,,THE GHOST AND THE DARKNESS,Movies Acquired,PARAMOUNT,Committed,3/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Colin,THE GHOST
557,Do not use 2486,,,,,,,THE GLASS CASTLE,Movies Acquired,LIONS GATE,Committed,7/1/27,,,,HBO Acquired,2027,,,11/3/23,0,Colin,THE GLASS CASTLE
599,Do not use 1676,,,,,,,THE HUSTLER,Movies Acquired,FOX,Committed,12/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Colin,THE HUSTLER
607,Do not use 5258,,,,,,,THE JERK,Movies Acquired,UNI,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Colin,THE JERK
644,Do not use 1602,,,,,,,THE LAST BLACK MAN IN SAN FRANCISCO,Movies Acquired,A24,Committed,1/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Colin,THE LAST
650,Do not use 1597,,,,,,,THE LOVERS,Movies Acquired,A24,Committed,12/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Colin,THE LOVERS
651,Do not use 1645,,,,,,,THE MAN WHO INVENTED CHRISTMAS,Movies Acquired,BLEECKER,Committed,6/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Colin,THE MAN
656,Do not use 1687,,,,,,,THE OBJECT OF MY AFFECTION,Movies Acquired,FOX,Committed,2/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Colin,THE OBJECT
665,Do not use 2583,,,,,,,THE PEANUT BUTTER FALCON,Movies Acquired,LIONS GATE,Committed,8/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Colin,THE PEANUT
683,Do not use 2467,,,,,,,THE PERFECT MATCH,Movies Acquired,LIONS GATE,Committed,2/1/26,,,,HBO Acquired,2026,,,11/3/23,0,Colin,THE PERFECT MATCH
728,Do not use 2925,,,,,,,THE RAGE: CARRIE 2,Movies Acquired,MGM,Committed,9/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Colin,THE RAGE
730,Do not use 4080,,,,,,,"""""A.X.L""""""""""""",Movies Acquired,OPEN ROAD,Committed,,,,,HBO Acquired,,,,11/3/23,0,Harshitha,A.X.L 
736,Do not use 664,,,,,,,"THAL�A """"""""VIVA TOUR"""""""" (EN VIVO)""""",Movies Acquired,3RD PARTY,Committed,9/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha,VIVA TOUR
771,Do not use 534,,,,,,,1000 FANGS [MIL COLMILLOS] S1 (EPS 1-8) HBO MAX P&L | HBO CASH,Movies Acquired,INTERCOMPANY,Committed,11/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha,1000 FANGS
779,MAX-AQ-003892,,,,,,,101 Places to Get F Up,Unscripted Acquired,WB,Committed,10/2/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha,101 Places
780,Do not use 773,,,,,,,127 HOURS,Movies Acquired,3RD-PARTY,Committed,3/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha,127 HOURS
814,HBO-OP-000726,,,,,,,1712 N Crescent Heights,Documentary Feature Original,,Committed,,,WCF-10019827,No,HBO OP,,,,11/3/23,0,Harshitha,1712 N
815,Do not use 375,,,,,,,1W Discounting / Interest Adj -I/C,Movies Acquired,WB,Committed,,,,,HBO Acquired,1900,,,11/3/23,0,Harshitha,1W Discounting
817,Do not use 2425,,,,,,,3 FROM HELL,Movies Acquired,LIONS GATE,Committed,3/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha,3 FROM HELL
825,MAX-AQ-007118,,,,,,,58 Hours: The Baby Jessica Story,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,The Baby Jessica Story
826,HBO-OP-001141,,,,,,,A Dark Room In The Glitterball City,Documentary Series Original,,Committed,,,WCF-10023910,No,HBO OP,2026,,,11/3/23,0,Harshitha,A Dark
856,Do not use 3654,,,,,,,A FANTASTIC FEAR OF EVERYTHING,Movies Acquired,SHOUT!,Committed,4/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha,A FANTASTIC
873,HBO-OP-000686,,,,,,,A Foreign Country S1,Drama Series Original,,Uncommitted,,,A Foreign Country S1,No,HBO OP,,,,11/3/23,0,Harshitha,A Foreign Country
874,Do not use 2054,,,,,,,A GOOD WOMAN,Movies Acquired,LIONS GATE,Committed,4/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha,A GOOD WOMAN
875,Do not use 4098,,,,,,,A HAUNTED HOUSE,Movies Acquired,OPEN ROAD,Committed,5/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha,A HAUNTED HOUSE
884,HBO-OP-000538,,,,,,,A Knight of the Seven Kingdoms S1,Drama Series Original,,Committed,,,Dunk and Egg S1,No,HBO OP,2025,,,11/3/23,0,Harshitha,A Knight
899,HBO-OP-000585,,,,,,,A Knight of the Seven Kingdoms S2 / TBD,Drama Series Original,,Uncommitted,,,Dunk and Egg S2,No,HBO OP,2026,,,11/3/23,0,Harshitha,A Knight
900,HBO-OP-000641-P,,,,,,,A Lot Pilot,"Development, Overall Deals, Other",,Uncommitted,,,WCF-10014685,No,HBO OP,,,,11/3/23,0,Harshitha,A Lot Pilot
902,Do not use 3164,,,,,,,A RAGE IN HARLEM,Movies Acquired,MIRAMAX,Committed,5/1/29,,,,HBO Acquired,2029,,,11/3/23,0,Harshitha,A RAGE
903,Do not use 5058,,,,,,,A TINY AUDIENCE: GIANMARCO,Movies Acquired,3RD PARTY,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha,A TINY
987,Do not use 5062,,,,,,,A TINY AUDIENCE: KANY GARCIA,Movies Acquired,3RD PARTY,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha,A TINY
1007,Do not use 599,,,,,,,A TINY AUDIENCE: LAUREN JAUREQUI,Movies Acquired,3RD PARTY,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha,A TINY
1030,Do not use 600,,,,,,,A TINY AUDIENCE: PEDRO CAPO,Movies Acquired,3RD PARTY,Committed,3/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha,A TINY
1037,HBO-OP-001238,,,,,,,A-Rod Project,Documentary Feature Original,,Committed,,,A-Rod Project,No,HBO OP,2026,,,11/3/23,0,Harshitha,A-Rod Project
1108,Do not use 867,,,,,,,ABSOLUTELY FABULOUS: THE MOVIE,Movies Acquired,3RD-PARTY,Committed,10/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha,ABSOLUTELY FABULOUS:
1195,MAX-AQ-000183,,,,,,,"ADVENTURES OF TOM SAWYER, THE",Movies Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,6/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Harshitha,ADVENTURES OF
1200,Do not use 526,,,,,,,ALICE TELEFILM (3 EPS),Movies Acquired,INTERCOMPANY,Committed,,,,,HBO Acquired,,,,11/3/23,0,Harshitha,ALICE TELEFILM
1236,Do not use 885,,,,,,,ALIEN: COVENANT,Movies Acquired,3RD-PARTY,Committed,8/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha,ALIEN 
1245,Do not use 1001,,,,,,,ALL EYEZ ON ME,Movies Acquired,3RD-PARTY,Committed,10/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha,ALL EYEZ
1257,Do not use 1127,,,,,,,ALMOST CHRISTMAS,Movies Acquired,3RD-PARTY,Committed,3/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha,ALMOST CHRISTMAS
1281,Do not use 2380,,,,,,,ALTITUDE,Movies Acquired,LIONS GATE,Committed,2/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha,ALTITUDE
1287,Do not use 387,,,,,,,AMERICAN NIGHTMARES,Movies Acquired,3RD PARTY,Committed,10/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Harshitha,AMERICAN NIGHTMARES
1288,Do not use 1662,,,,,,,AMERICAN RENEGADES,Movies Acquired,EUROPA,Committed,4/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha,AMERICAN RENEGADES
1320,Do not use 3651,,,,,,,AMERICAS SWEETHEARTS,Movies Acquired,REVOLUTION,Committed,6/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha,AMERICAS SWEETHEARTS
1321,Do not use 3209,,,,,,,ANGELAS ASHES,Movies Acquired,PARAMOUNT,Committed,3/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha,ANGELAS ASHES
1372,Do not use 4231,,,,,,,ANIARA,Movies Acquired,MAGNOLIA,Committed,1/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha,ANIARA
1403,Do not use 2003,,,,,,,ANNA AND THE KING,Movies Acquired,FOX,Committed,4/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Harshitha,ANNA AND
1404,Do not use 1412,,,,,,,ANNAPOLIS,Movies Acquired,DISNEY,Committed,10/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Harshitha,ANNAPOLIS
1422,Do not use 1354,,,,,,,AQUAMAN AND THE LOST KINGDOM,Movies Acquired,INTERCOMPANY,Committed,5/8/31,,,,HBO Acquired,2031,,,11/3/23,0,Harshitha,AQUAMAN AND
1443,Do not use 1135,,,,,,,ATOMIC BLONDE,Movies Acquired,3RD-PARTY,Committed,12/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha,ATOMIC BLONDE
1496,HBO-OP-000721,,,,,,,ATTN Project,Special Original,,Uncommitted,,,WCF-10019639,No,HBO OP,,,,11/3/23,0,Harshitha,ATTN Project
1497,Do not use 954,,,,,,,AVATAR - EXTENSION - $225K,Movies Acquired,3RD-PARTY,Committed,,,,,HBO Acquired,,,,11/3/23,0,Harshitha,AVATAR 
1507,Do not use 2059,,,,,,,AWAY FROM HER,Movies Acquired,LIONS GATE,Committed,5/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha,AWAY FROM HER
1508,MAX-AQ-003070,,,,,,,Additional Library Fee,Kids Content Acquired,SESAME WORKSHOP,Committed,1/1/21,,,Yes,Max Acquired,2021,,,11/3/23,0,Harshitha,Additional Library Fee
1509,MAX-OP-000005,,,,,,,Adventure Time Distant Lands Order Special 1,Kids Content Original,CNS,Committed,,,DTC1098,Yes,Max OP,2020,,,11/3/23,0,Harshitha,Adventure Time  Distant Lands Order
1510,MAX-OP-000052,,,,,,,Adventure Time Distant Lands Order Special 2,Kids Content Original,CNS,Committed,,,DTC1099,Yes,Max OP,2020,,,11/3/23,0,Harshitha,Adventure Time  Distant Lands Order
1511,HBO-OP-001245,,,,,,,Alex Cooper Series,Unscripted Original,,Uncommitted,,,Real Time With Bill Maher S23,No,HBO OP,2024,,,11/3/23,0,Harshitha,Alex Cooper Series
1520,HBO-OP-001229,,,,,,,Alex Edelman,Unscripted Original,,Committed,,,Alex Edelman,No,HBO OP,2024,,,11/3/23,0,Harshitha,Alex Edelman
1596,HBO-OP-000432,,,,,,,Ali Sadiq Special,Special Original,,Uncommitted,,,WCF-10024117,No,HBO OP,,,,11/3/23,0,Harshitha,Ali Sadiq Special
1597,HBO-OP-001052,,,,,,,All Gas No Breaks,Special Original,,Committed,,,,No,HBO OP,2022,,,11/3/23,0,Harshitha,All Gas No Breaks
1598,MAX-AQ-004088,,,,,,,All Rise Season 1-2,Drama Series Acquired,WB,Committed,12/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Harshitha,All Rise
1599,MAX-OP-000253,,,,,,,Am I OK?,Movies Original,WBP,Committed,,,DTC1348,No,Max OP,2024,,,11/3/23,0,Harshitha,Am I OK?
1857,MAX-AQ-005238,,,,,,,"America, America",Movies Acquired,WB,Committed,7/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha,"America, America"
14831,MAX-OP-000999,,,,,,,[as] Title Moved to Acquired 1,Movies Acquired,,Committed,,,DTC1312,No,Max OP,,,,11/3/23,0,Zari,[as] Title
2076,HBO-OP-000826,,,,,,,American Predator,Documentary Feature Original,,Committed,,,WCF-10020782,No,HBO OP,,,,11/3/23,0,Harshitha,American Predator
2077,MAX-OP-000986,,,,,,,Amort Refinement,Kids Content Original,,Committed,,,AMREF,Yes,Max OP,2023,,,11/3/23,0,Harshitha,Amort Refinement
2159,HBO-OP-000727,,,,,,,Amy Schatz Misc,Documentary Feature Original,,Committed,,,WCF- 10023317,No,HBO OP,,,,11/3/23,0,Harshitha,Amy Schatz Misc
2217,HBO-OP-000828,,,,,,,Amy Schatz Project 2021,Documentary Feature Original,,Committed,,,WCF-10021465,No,HBO OP,,,,11/3/23,1,Harshitha,Amy Schatz
2218,MAX-AQ-002049,,,,,,,Angel of Darkness,Drama Series Acquired,TNT,Committed,1/9/21,,,No,Max Acquired,2021,,,11/3/23,0,Harshitha,Angel of Darkness
2219,HBO-OP-001037,,,,,,,Apostle,Documentary Series Original,,Committed,,,WCF-10023321,No,HBO OP,2022,,,11/3/23,0,Harshitha,Apostle
2254,HBO-OP-001158,,,,,,,April and Amanda,Documentary Feature Original,,Committed,,,WCF-10024281,No,HBO OP,2025,,,11/3/23,0,Harshitha,April and Amanda
2255,MAX-OP-000874,,,,,,,AquaGirl S1 / TBD,Kids Content Original,WB,Uncommitted,,,AQUAGS1,Yes,Max OP,2025,,,11/3/23,0,Harshitha,AquaGirl
2323,MAX-OP-000933,,,,,,,AquaGirl S1B,Kids Content Original,WB,Uncommitted,,,AQUAGS1B,Yes,Max OP,2026,,,11/3/23,0,Harshitha,AquaGirl
2324,HBO-OP-000942,,,,,,,Area Weatherman Charged With Murder S1,Drama Series Original,,Uncommitted,,,Area Weatherman Charged With Murder S1,No,HBO OP,2025,,,11/3/23,0,Harshitha,Area Weatherman
2325,MAX-OP-000998,,,,,,,Arkham Asylum S1 / Booster Gold S1,Drama Series Original,WBTV,Uncommitted,,,DTC1440,No,Max OP,2026,,,11/3/23,0,Harshitha,Arkham Asylum
2326,HBO-AQ-005567,,,,,,,Arliss,Comedy Series Acquired,,Committed,,,WCF-10021148,No,HBO Acquired,2020,,,11/3/23,0,Harshitha,Arliss
2327,MAX-AQ-007823,,,,,,,Aya,Movies Acquired,G KIDS,Committed,5/27/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,Aya
2328,BBC,,,,,,,BBC,D+,DISCCOVERY,Committed,,,,,Discovery+,,,,11/3/23,0,Harshitha,BBC
14832,MAX-OP-001000,,,,,,,[as] Title Moved to Acquired 2,Movies Acquired,,Committed,,,DTC1312,No,Max OP,,,,11/3/23,0,Zari,[as] Title
2362,Do not use 1448,,,,,,,BEACHES,Movies Acquired,DISNEY,Committed,7/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha,BEACHES
2363,Do not use 3655,,,,,,,BEN,Movies Acquired,SHOUT!,Committed,4/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha,BEN
2386,Do not use 4394,,,,,,,BERRY GORDYS THE LAST DRAGON,Movies Acquired,SONY,Committed,4/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Harshitha,BERRY GORDYS
2387,Do not use 3489,,,,,,,BETTER OFF DEAD...,Movies Acquired,PARAMOUNT,Committed,1/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha,BETTER OFF DEAD 
2388,Do not use 2426,,,,,,,BIG EYES,Movies Acquired,LIONS GATE,Committed,3/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha,BIG EYES
2389,Do not use 4287,,,,,,,BIG STAR: NOTHING CAN HURT ME,Movies Acquired,MAGNOLIA,Committed,7/1/25,,,,HBO Acquired,2025,,,11/3/23,0,Harshitha, NOTHING CAN HURT ME
2391,Do not use 1057,,,,,,,BIRTH OF THE DRAGON,Movies Acquired,3RD-PARTY,Committed,8/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Harshitha,BIRTH OF THE DRAGON
2454,803837,,,,,,,BLOCKERS,Movies Acquired,UNIVERSAL,Committed,12/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Harshitha,BLOCKERS
2464,Do not use 4374,,,,,,,BODY AT BRIGHTON ROCK,Movies Acquired,MAGNOLIA,Committed,7/1/26,,,,HBO Acquired,2026,,,11/3/23,0,Harshitha,BODY AT
2484,Do not use 4409,,,,,,,BOOTY CALL,Movies Acquired,SONY,Committed,1/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha,BOOTY CALL
2511,Do not use 2964,,,,,,,BRADDOCK: MISSING IN ACTION III,Movies Acquired,MGM,Committed,1/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha,MISSING IN ACTION 
2513,Do not use 853,,,,,,,BROOKLYN,Movies Acquired,3RD-PARTY,Committed,2/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Harshitha,BROOKLYN
2551,Do not use 1004,,,,,,,UNCLE DREW,Movies Acquired,3RD-PARTY,Committed,11/1/26,,,,HBO Acquired,2026,,,11/3/23,0,Harshitha,UNCLE DREW
2555,Do not use 5944,,,,,,,UNDERWATER - 0642813_12-114,Movies Acquired,FOX,Committed,11/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Harshitha,UNDERWATER 
2556,MAX-AQ-004262,,,,,,,UNDERWORLD (2003),Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,5/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha,UNDERWORLD
2557,Do not use 1967,,,,,,,UNFAITHFULLY YOURS,Movies Acquired,FOX,Committed,1/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Harshitha,UNFAITHFULLY YOURS
2558,Do not use 694,,,,,,,UNO PARA TODOS (AKA ONE FOR ALL),Movies Acquired,3RD PARTY,Committed,7/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha,UNO PARA
2560,Do not use 1651,,,,,,,UNSANE,Movies Acquired,BLEECKER,Committed,,,,,HBO Acquired,,,,11/3/23,0,Harshitha,UNSANE
2562,Do not use 5929,,,,,,,UNTITLED BLADE RUNNER SEQUEL,Movies Acquired,WB,Committed,2/26/21,,,,HBO Acquired,2021,,,11/3/23,0,Harshitha,UNTITLED BLADE
2563,MAX-AQ-000164,,,,,,,UP IN SMOKE,Movies Acquired,PARAMOUNT PICTURES,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Harshitha,UP IN SMOKE
2569,Do not use 5842,,,,,,,US - 0636835_12-148,Movies Acquired,UNI,Committed,11/23/19,,,,HBO Acquired,2019,,,11/3/23,0,Harshitha,US 
2577,HBO-OP-001193,,,,,,,US Soccer 2024,Documentary Feature Original,,Uncommitted,,,WCF-10023388,No,HBO OP,,,,11/3/23,0,Harshitha,US Soccer 2024
2578,HBO-OP-001197,,,,,,,US Soccer 2025,Documentary Feature Original,,Committed,,,WCF-10024116,No,HBO OP,2025,,,11/3/23,0,Harshitha,US Soccer 2025
2583,HBO-OP-001198,,,,,,,US Soccer 2026,Documentary Feature Original,,Committed,,,WCF-10024116,No,HBO OP,2026,,,11/3/23,0,Harshitha,US Soccer 2026
2584,MAX-AQ-007418,,,,,,,Un Peque�o Corte -  HBO_HBOMax,Movies Acquired,PEQUE�O PICTURES LLC,Committed,9/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,Corte
2585,MAX-OP-000351,,,,,,,Unadopted,Documentary Series Original,VOX MEDIA,Committed,,,DTC1289,No,Max OP,2026,,,11/3/23,0,Harshitha,Unadopted
2586,HBO-OP-000527,,,,,,,Unallocated Pay TV 1st Run Residuals,"Development, Overall Deals, Other",,Uncommitted,,,WCF-Unallocated Pay TV 1st Run Residuals,No,HBO OP,2024,,,11/3/23,0,Harshitha,Unallocated Pay
2587,HBO-OP-001235,,,,,,,Unallocated SOP_NON-SOP,"Development, Overall Deals, Other",,Uncommitted,,,WCF-HBO Series Contingency,No,HBO OP,,,,11/3/23,0,Harshitha,Unallocated SOP_NON-SOP
2605,HBO-OP-000804,,,,,,,Unallocated/Committed Term Deals,"Development, Overall Deals, Other",,Committed,,,WCF-Unallocated/Committed Term Deals,No,HBO OP,,,,11/3/23,0,Harshitha,Unallocated/Committed Term Deals
2607,HBO-OP-000646,,,,,,,Unallocated/Uncommitted Term Deals,"Development, Overall Deals, Other",,Committed,,,Unallocated/Uncommitted Term Deals,No,HBO OP,,,,11/3/23,0,Harshitha,Unallocated/Uncommitted Term Deals
2610,MAX-AQ-005867,,,,,,,Under the Stars - HBOMax,International Content Original,HBO INT. - SERIES,Committed,12/4/22,,,No,Max Acquired,2022,,,11/3/23,0,Harshitha,Under the
2611,MAX-AQ-005673,,,,,,,Unicorn - S1,Adult Animation Acquired,AS,Committed,5/5/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,Unicorn -
2612,MAX-AQ-007234,,,,,,,United Shades Of America S1,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,United Shades
2613,MAX-AQ-007235,,,,,,,United Shades Of America S2,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,United Shades
2614,MAX-AQ-007236,,,,,,,United Shades Of America S3,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,United Shades
2618,MAX-AQ-007237,,,,,,,United Shades Of America S4,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,United Shades
2639,MAX-AQ-007238,,,,,,,United Shades Of America S5,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,United Shades
2657,MAX-AQ-007239,,,,,,,United Shades Of America S6,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,United Shades
2830,MAX-AQ-007240,,,,,,,United Shades of America S7,Documentary Series Acquired,CNN,Committed,5/23/23,,,No,Max Acquired,2023,,,11/3/23,0,Harshitha,United Shades
2831,Do not use 383,,,,,,,Universal $72MM Inducement ('18 to '22),Movies Acquired,3RD-PARTY,Committed,,,,,HBO Acquired,1900,,,11/3/23,0,Harshitha,Universal $72MM
2835,HBO-OP-000695,,,,,,,Unruly S1,Drama Series Original,,Uncommitted,,,Unruly S1,No,HBO OP,,,,11/3/23,0,Harshitha,Unruly
