,title_series,season_number,ckg_match_id,region,tenure_grp,request_date_pst,days_since_season_premiere_date_pst,sub_count
831,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-09-10,20,0
832,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-6,2022-09-17,27,0
833,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,-1,2023-02-15,12,0
834,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-15,12,0
835,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-09-16,26,0
836,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,6-12,2023-03-01,26,0
837,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,6-12,2023-03-03,28,0
838,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,1,2022-09-18,28,0
839,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-20,17,0
840,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,6-12,2023-02-20,17,0
841,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-09-07,17,0
842,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,6-12,2022-09-08,18,0
843,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-09-07,17,0
844,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-3,2022-09-07,17,0
845,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,1,2024-07-03,17,2214
846,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-6,2022-08-21,0,0
847,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-09-01,11,0
848,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-09-01,11,0
849,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-09-11,21,0
850,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-09-06,16,0
851,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,1,2024-07-02,16,121857
852,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,2,2024-07-02,16,36380
853,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-06-19,3,58421
854,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-19,16,0
855,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,0,2024-07-02,16,74
856,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-08-23,2,0
857,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,2,2024-06-18,2,25668
858,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-6,2022-09-08,18,0
859,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,13+,2024-07-04,18,13723
860,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,0,2023-02-20,17,0
861,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-07-03,17,672
862,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-16,13,0
863,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,0,2023-02-16,13,0
864,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,0,2024-06-29,13,88
865,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,4-6,2024-07-06,20,944
866,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,13+,2024-07-06,20,426579
867,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,6-12,2024-06-18,2,3926
868,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-8,2022-09-04,14,0
869,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-09-04,14,0
870,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,6-12,2023-02-12,9,0
871,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,1,2024-06-25,9,2630
872,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,1,2024-06-25,9,99722
873,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,6-12,2023-02-04,1,0
874,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,6-12,2023-02-07,4,0
875,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-09-01,11,0
876,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-26,23,0
877,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,13+,2024-06-20,4,19554
878,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-6,2022-08-26,5,0
879,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,6-12,2023-02-27,24,0
880,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-20,17,0
881,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-06-28,12,33132
882,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-19,16,0
883,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,,2023-02-26,23,0
884,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-09-17,27,0
885,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-06-16,0,229940
886,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,2,2024-06-16,0,70855
887,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,0,2022-08-24,3,0
888,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-08-23,2,0
889,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,,2023-02-05,2,0
890,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-3,2022-09-11,21,0
891,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,6-12,2022-08-21,0,0
892,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-08-21,0,0
893,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-8,2022-08-21,0,0
894,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,13+,2024-06-21,5,16505
895,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-08-28,7,0
896,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,13+,2024-06-23,7,41915
897,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-09-16,26,0
898,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,2,2023-02-13,10,0
899,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-09-15,25,0
900,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,0,2023-03-02,27,0
901,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-8,2022-08-31,10,0
902,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-08-31,10,0
903,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-09-11,21,0
904,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,2,2024-06-16,0,667
905,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,2,2022-09-08,18,0
906,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,13+,2023-02-21,18,0
907,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-09-08,18,0
908,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,6-12,2024-07-04,18,2118
909,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,,2022-09-18,28,0
910,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,4-6,2024-06-24,8,3420
911,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,,2024-06-16,0,2
912,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,2,2022-09-10,20,0
913,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-07-06,20,37058
914,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,,2023-02-18,15,0
915,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,6-12,2023-02-28,25,0
916,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,4-6,2024-06-19,3,1750
917,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,13+,2022-09-17,27,0
918,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,2,2022-08-21,0,0
919,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,4-6,2024-06-17,1,169640
920,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,4-6,2022-08-21,0,0
921,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-10,2022-08-21,0,0
922,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,13+,2022-09-14,24,0
923,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,2,2024-07-07,21,116763
924,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,0,2024-07-03,17,39
925,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,13+,2024-06-16,0,23773
926,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,0,2022-08-21,0,0
927,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,1,2024-06-16,0,250230
928,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-1,2022-08-21,0,0
929,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-4,2022-09-18,28,0
930,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,6-12,2022-09-18,28,0
931,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-09-05,15,0
932,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,0,2022-09-06,16,0
933,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-7,2022-09-13,23,0
934,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-08-30,9,0
935,House of the Dragon,2,c68e69d7-9317-428a-a615-cdf8fe5a2e06-2,NORTH AMERICA,2,2024-06-25,9,28054
936,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,0,2022-09-11,21,0
937,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,4-6,2024-07-07,21,5963
938,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-08-29,8,0
939,House of the Dragon: The House That Dragons Built,1,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-1,NORTH AMERICA,1,2023-02-17,14,0
940,House of the Dragon: The House That Dragons Built,2,6ebc8e70-17b0-4a1a-a340-af7d8ce63a82-2,NORTH AMERICA,1,2024-06-30,14,6063
941,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,-2,2022-08-21,0,0
942,House of the Dragon,1,c68e69d7-9317-428a-a615-cdf8fe5a2e06-1,NORTH AMERICA,2,2022-09-15,25,0
